Date,Round_Title,TotalScore,FrontScore,BackScore,Total_Score,Front9,Back9,H1_Score,H1_GIR,H1_Putts,H2_Score,H2_GIR,H2_Putts,H3_Score,H3_GIR,H3_Putts,H4_Score,H4_GIR,H4_Putts,H5_Score,H5_GIR,H5_Putts,H6_Score,H6_GIR,H6_Putts,H7_Score,H7_GIR,H7_Putts,H8_Score,H8_GIR,H8_Putts,H9_Score,H9_GIR,H9_Putts,H10_Score,H10_GIR,H10_Putts,H11_Score,H11_GIR,H11_Putts,H12_Score,H12_GIR,H12_Putts,H13_Score,H13_GIR,H13_Putts,H14_Score,H14_GIR,H14_Putts,H15_Score,H15_GIR,H15_Putts,H16_Score,H16_GIR,H16_Putts,H17_Score,H17_GIR,H17_Putts,H18_Score,H18_GIR,H18_Putts
2026-08-23,Fermoy 23 Aug 2026,82,47,35,82,47,35,4,0,1,5,0,2,5,0,2,7,0,2,4,0,2,7,0,2,5,1,3,4,0,2,6,0,3,3,1,2,5,0,3,3,1,1,5,0,2,4,1,1,3,1,2,5,0,2,3,1,1,4,1,2
